time,value
2025-09-16T08:57:31.015085513Z,-0.4615936279296875
2025-09-16T08:57:32.009077265Z,-0.4605865478515625
2025-09-16T08:57:33.348229638Z,-0.4674224853515625
2025-09-16T08:57:34.347480504Z,-0.4745025634765625
2025-09-16T08:57:35.347429216Z,-0.4717254638671875
2025-09-16T08:57:36.364197766Z,-0.457122802734375
2025-09-16T08:57:37.349154198Z,-0.4786376953125
2025-09-16T08:57:38.348296876Z,-0.4817657470703125
2025-09-16T08:57:39.350393265Z,-0.4766082763671875
2025-09-16T08:57:40.349336137Z,-0.47186279296875
2025-09-16T08:57:41.352429396Z,-0.48388671875
2025-09-16T08:57:42.350300113Z,-0.477630615234375
2025-09-16T08:57:43.350269416Z,-0.4649810791015625
2025-09-16T08:57:44.352341291Z,-0.4800567626953125
2025-09-16T08:57:45.3513493Z,-0.474456787109375
2025-09-16T08:57:46.353905091Z,-0.4812164306640625
2025-09-16T08:57:47.367538196Z,-0.4715423583984375
2025-09-16T08:57:48.374062593Z,-0.47613525390625
2025-09-16T08:57:49.367335148Z,-0.5001220703125
2025-09-16T08:57:50.3725472Z,-0.487518310546875
2025-09-16T08:57:51.373106897Z,-0.4184417724609375
2025-09-16T08:57:52.383382721Z,-0.4410858154296875
2025-09-16T08:57:53.37150447Z,-0.4696044921875
2025-09-16T08:57:54.375416837Z,-0.520111083984375
2025-09-16T08:57:55.374313539Z,-0.47259521484375
2025-09-16T08:57:56.372679049Z,-0.50860595703125
2025-09-16T08:57:57.384554118Z,-0.4645538330078125
2025-09-16T08:57:58.386261104Z,-0.47509765625
2025-09-16T08:57:59.387225777Z,-0.4175567626953125
2025-09-16T08:58:00.388112136Z,-0.393890380859375
2025-09-16T08:58:01.387137787Z,-0.3756256103515625
2025-09-16T08:58:02.390116905Z,-0.3852996826171875
2025-09-16T08:58:03.382443916Z,-0.375396728515625
2025-09-16T08:58:04.399180371Z,-0.3162078857421875
2025-09-16T08:58:05.417651402Z,-0.4463348388671875
2025-09-16T08:58:06.417482585Z,-0.4821014404296875
2025-09-16T08:58:07.406406928Z,-0.4503631591796875
2025-09-16T08:58:08.448276774Z,-0.437774658203125
2025-09-16T08:58:09.407248916Z,-0.4175567626953125
2025-09-16T08:58:10.412391364Z,-0.4266204833984375
2025-09-16T08:58:11.416252592Z,-0.4263153076171875
2025-09-16T08:58:12.416465367Z,-0.7743988037109375
2025-09-16T08:58:13.416457266Z,-0.3863983154296875
2025-09-16T08:58:14.418459738Z,-0.58404541015625
2025-09-16T08:58:15.417225717Z,-0.7899017333984375
2025-09-16T08:58:16.444080159Z,-0.634429931640625
2025-09-16T08:58:17.439271348Z,-0.6954345703125
2025-09-16T08:58:18.435261838Z,-0.6587982177734375
2025-09-16T08:58:19.439615636Z,-0.474945068359375
2025-09-16T08:58:20.438548682Z,-0.4217987060546875
2025-09-16T08:58:21.476370285Z,-0.4563446044921875
2025-09-16T08:59:51.657782885Z,-0.521392822265625
2025-09-16T08:59:52.655322199Z,-0.4958343505859375
2025-09-16T08:59:53.655327263Z,-0.5311737060546875
2025-09-16T08:59:54.661287981Z,-0.7816162109375
2025-09-16T08:59:55.663433983Z,-0.516876220703125
2025-09-16T08:59:56.665003309Z,-0.53643798828125
2025-09-16T08:59:57.662201226Z,-0.524627685546875
2025-09-16T08:59:58.673439093Z,-0.531494140625
2025-09-16T08:59:59.666303796Z,-0.5234222412109375
2025-09-16T09:00:00.668248812Z,-0.518798828125
2025-09-16T09:00:01.603251261Z,-0.518798828125
2025-09-16T09:00:02.603208041Z,-0.524017333984375
2025-09-16T09:00:03.601323197Z,-0.47613525390625
2025-09-16T09:00:04.606175089Z,-0.4468536376953125
2025-09-16T09:00:05.637461953Z,-0.601715087890625
2025-09-16T09:00:06.653347944Z,-0.61492919921875
2025-09-16T09:00:07.647691281Z,-0.522705078125
2025-09-16T09:00:08.650013374Z,-0.400909423828125
2025-09-16T09:00:09.66709752Z,-0.6058502197265625
2025-09-16T09:00:10.669265489Z,-0.576202392578125
2025-09-16T09:00:11.674175196Z,-0.5255584716796875
2025-09-16T09:00:12.684083226Z,-0.4910430908203125
2025-09-16T09:00:13.669233911Z,-0.4591827392578125
2025-09-16T09:00:14.670815303Z,-0.5282745361328125
2025-09-16T09:00:15.688205161Z,-0.5069122314453125
2025-09-16T09:00:16.690841714Z,-0.497589111328125
2025-09-16T09:00:17.683332884Z,-0.343658447265625
2025-09-16T09:01:41.628051732Z,-0.374908447265625
2025-09-16T09:01:42.634069701Z,-0.3634185791015625
2025-09-16T09:01:43.630072196Z,-0.355133056640625
2025-09-16T09:01:44.630321602Z,-0.427581787109375
2025-09-16T09:01:45.626026469Z,-0.423065185546875
2025-09-16T09:01:51.813190875Z,-0.488861083984375
2025-09-16T09:01:52.840033001Z,-0.021697998046875
2025-09-16T09:01:53.829178336Z,-0.228729248046875
2025-09-16T09:01:54.850127584Z,-0.3931884765625
2025-09-16T09:01:55.85134375Z,-0.3931884765625
2025-09-16T09:01:56.851236724Z,2.080963134765625
2025-09-16T09:01:57.854248185Z,1.773773193359375
2025-09-16T09:01:58.858672102Z,0.7660980224609375
2025-09-16T09:01:59.857749057Z,0.7105712890625
2025-09-16T09:02:00.856175785Z,0.6087799072265625
2025-09-16T09:02:01.856332355Z,0.7711639404296875
2025-09-16T09:02:02.854368242Z,1.05078125
2025-09-16T09:02:03.858205507Z,0.9219207763671875
2025-09-16T09:02:04.855351293Z,0.7028045654296875
2025-09-16T09:02:05.857155538Z,0.8494720458984375
2025-09-16T09:02:06.859363694Z,1.3868865966796875
2025-09-16T09:02:07.863211499Z,0.7595977783203125
2025-09-16T09:02:08.858134258Z,1.2006988525390625
2025-09-16T09:02:09.861088049Z,0.766021728515625
2025-09-16T09:02:10.86025815Z,0.73760986328125
2025-09-16T09:02:11.860355298Z,0.9624481201171875
2025-09-16T09:02:12.871365023Z,0.9306640625
2025-09-16T09:02:13.893245961Z,0.9367523193359375
2025-09-16T09:02:14.961014446Z,0.9468536376953125
2025-09-16T09:02:15.865658501Z,0.691986083984375
2025-09-16T09:02:16.865368949Z,0.8511810302734375
2025-09-16T09:02:17.89687325Z,-0.388031005859375
2025-09-16T09:02:18.94615107Z,-0.2263946533203125
2025-09-16T09:02:19.900511448Z,-0.0373687744140625
2025-09-16T09:02:20.887377031Z,-0.06744384765625
2025-09-16T09:02:21.884408366Z,-0.0283660888671875
2025-09-16T09:02:22.908382687Z,-0.1192779541015625
2025-09-16T09:02:23.88615007Z,-0.0310211181640625
2025-09-16T09:02:24.896193768Z,-0.1652069091796875
2025-09-16T09:02:25.897555813Z,-0.2046051025390625
2025-09-16T09:02:26.899220151Z,-0.2117462158203125
2025-09-16T09:02:27.936151389Z,-0.4293670654296875
2025-09-16T09:02:28.894226435Z,-0.1045074462890625
2025-09-16T09:02:29.891191106Z,-0.2125396728515625
2025-09-16T09:02:30.895799334Z,-0.1853179931640625
2025-09-16T09:02:31.897220143Z,-0.1691131591796875
2025-09-16T09:02:32.901287087Z,0.5424041748046875
2025-09-16T09:02:33.926952485Z,0.563629150390625
2025-09-16T09:02:34.943249266Z,0.8373565673828125
2025-09-16T09:02:35.898181285Z,0.705291748046875
2025-09-16T09:02:36.896347436Z,0.6778717041015625
2025-09-16T09:02:37.8996027Z,0.6730804443359375
2025-09-16T09:02:38.902149093Z,0.655303955078125
2025-09-16T09:02:39.915223659Z,0.200836181640625
2025-09-16T09:02:40.96408952Z,0.0468292236328125
2025-09-16T09:02:42.019570838Z,0.9842681884765625
2025-09-16T09:02:42.908105423Z,2.1630859375
2025-09-16T09:02:43.909345331Z,-0.272674560546875
2025-09-16T09:02:44.90514993Z,-0.609649658203125
2025-09-16T09:02:45.907228368Z,0.3142242431640625
2025-09-16T09:02:46.916237507Z,-0.187652587890625
2025-09-16T09:02:48.455323488Z,-0.240966796875
2025-09-16T09:03:38.507486167Z,-0.2446746826171875
2025-09-16T09:03:39.514457923Z,-0.24072265625
2025-09-16T09:03:40.519520004Z,-0.2913818359375
2025-09-16T09:03:41.534515876Z,-0.3907623291015625
2025-09-16T09:03:42.540658889Z,-0.544342041015625
2025-09-16T09:03:43.537714907Z,-0.325042724609375
2025-09-16T09:03:44.539534476Z,-0.053070068359375
2025-09-16T09:03:45.532503283Z,-0.0745697021484375
2025-09-16T09:03:46.532056937Z,-0.0735015869140625
2025-09-16T09:03:47.533559736Z,-0.07073974609375
2025-09-16T09:03:48.536487276Z,-0.1459197998046875
2025-09-16T09:03:49.541783807Z,-0.101776123046875
2025-09-16T09:03:50.538380118Z,-0.060333251953125
2025-09-16T09:03:51.540673792Z,-0.0635833740234375
2025-09-16T09:03:52.54154475Z,-0.057373046875
2025-09-16T09:03:53.53945689Z,-0.0627593994140625
2025-09-16T09:03:54.539410823Z,0.0085296630859375
2025-09-16T09:03:55.539908232Z,-0.3773193359375
2025-09-16T09:03:56.541446813Z,-0.61590576171875
2025-09-16T09:03:57.540926615Z,-0.12286376953125
2025-09-16T09:03:58.540843681Z,0.2622222900390625
2025-09-16T09:03:59.543645823Z,0.1458740234375
2025-09-16T09:04:00.545577659Z,0.1145477294921875
2025-09-16T09:04:01.545487502Z,-0.3169403076171875
2025-09-16T09:04:02.546495934Z,-0.0276031494140625
2025-09-16T09:04:03.545569594Z,-0.094268798828125
2025-09-16T09:04:04.54959181Z,-0.059051513671875
2025-09-16T09:04:05.557163094Z,-0.0637664794921875
2025-09-16T09:04:06.548679558Z,-0.0604705810546875
2025-09-16T09:04:07.553702809Z,-0.0624847412109375
2025-09-16T09:04:08.550737093Z,-0.03350830078125
2025-09-16T09:04:09.559536863Z,-0.0055084228515625
2025-09-16T09:04:10.557552814Z,-0.5489654541015625
2025-09-16T09:04:11.557441031Z,-0.6848907470703125
2025-09-16T09:04:12.556697901Z,-0.668731689453125
2025-09-16T09:04:13.555469687Z,-0.6821136474609375
2025-09-16T09:04:14.55758604Z,-0.4401092529296875
2025-09-16T09:04:15.558835895Z,-0.4848785400390625
2025-09-16T09:04:16.557599542Z,-0.4942474365234375
2025-09-16T09:04:17.558494401Z,-0.49566650390625
2025-09-16T09:04:18.557793839Z,-0.49658203125
2025-09-16T09:04:19.558597869Z,-0.861419677734375
2025-09-16T09:04:20.560641837Z,-0.9248809814453125
2025-09-16T09:04:21.561664029Z,-0.2724761962890625
2025-09-16T09:04:22.564481665Z,-0.40179443359375
2025-09-16T09:04:23.569672803Z,-0.578155517578125
2025-09-16T09:04:24.56264059Z,-0.6539154052734375
2025-09-16T09:04:25.566225479Z,-0.6533966064453125
2025-09-16T09:04:26.563792045Z,-0.68017578125
2025-09-16T09:04:27.574649299Z,-0.7114410400390625
2025-09-16T09:04:28.568473729Z,-0.716766357421875
2025-09-16T09:04:29.570656242Z,-0.8744659423828125
2025-09-16T09:04:30.570636937Z,-0.80731201171875
2025-09-16T09:04:31.571752464Z,-0.89373779296875
2025-09-16T09:04:32.572653297Z,-0.5791778564453125
2025-09-16T09:04:33.57380329Z,-0.6034393310546875
2025-09-16T09:04:34.574484851Z,-0.605560302734375
2025-09-16T09:04:35.573462491Z,-0.526947021484375
2025-09-16T09:04:36.569748986Z,-0.6184844970703125
2025-09-16T09:04:37.740572601Z,-0.8387908935546875
2025-09-16T09:04:38.578716389Z,-0.5069580078125
2025-09-16T09:04:39.57665132Z,-0.5895843505859375
2025-09-16T09:04:40.580701309Z,-0.6920623779296875
2025-09-16T09:04:41.582842155Z,-0.6657562255859375
2025-09-16T09:04:42.576835816Z,-0.651763916015625
2025-09-16T09:04:43.57456551Z,-0.430450439453125
2025-09-16T09:04:44.585557319Z,-0.5191497802734375
2025-09-16T09:04:45.58632677Z,-0.53082275390625
2025-09-16T09:04:46.590697192Z,-0.535308837890625
2025-09-16T09:04:47.588021947Z,-0.5396270751953125
2025-09-16T09:04:48.594966722Z,-0.58221435546875
2025-09-16T09:04:49.591714997Z,-0.57305908203125
2025-09-16T09:04:50.596616432Z,-0.5757293701171875
2025-09-16T09:04:51.591709741Z,-0.5792083740234375
2025-09-16T09:04:52.593697215Z,-0.5081787109375
2025-09-16T09:04:53.593848084Z,-0.51483154296875
2025-09-16T09:04:54.61064718Z,-0.5545196533203125
2025-09-16T09:04:55.614825497Z,-0.4568023681640625
2025-09-16T09:04:56.607950438Z,-0.430816650390625
2025-09-16T09:04:57.619617196Z,-0.428131103515625
2025-09-16T09:04:58.619545481Z,-0.4261932373046875
2025-09-16T09:04:59.631709567Z,-0.411041259765625
2025-09-16T09:05:00.625609936Z,-0.4985198974609375
2025-09-16T09:05:01.629545803Z,-0.615264892578125
2025-09-16T09:05:02.626415905Z,-0.4612884521484375
