timestamp,ax,ay,az
2025-09-17T00:44:21,-0.097991943359375,-0.6552581787109375,-0.6194610595703125
2025-09-17T00:44:29,0.27734375,-0.6552581787109375,-0.6194610595703125
2025-09-17T00:44:30,0.27734375,-0.8281707763671875,-0.6194610595703125
2025-09-17T00:44:31,0.27734375,-0.8281707763671875,-0.0981292724609375
2025-09-17T00:44:32,0.0138397216796875,-0.8281707763671875,-0.0981292724609375
2025-09-17T00:44:33,0.0138397216796875,-0.8336639404296875,-0.0981292724609375
2025-09-17T00:44:34,0.0138397216796875,-0.8336639404296875,-0.52191162109375
2025-09-17T00:44:35,0.0135955810546875,-0.8336639404296875,-0.52191162109375
2025-09-17T00:44:36,0.0135955810546875,-0.8098297119140625,-0.52191162109375
2025-09-17T00:44:37,0.0135955810546875,-0.8098297119140625,-0.5797271728515625
2025-09-17T00:44:38,0.00830078125,-0.8098297119140625,-0.5797271728515625
2025-09-17T00:44:39,0.00830078125,-0.8112335205078125,-0.5797271728515625
2025-09-17T00:44:40,0.00830078125,-0.8112335205078125,-0.577972412109375
2025-09-17T00:44:41,0.015777587890625,-0.8112335205078125,-0.577972412109375
2025-09-17T00:44:42,0.015777587890625,-0.81683349609375,-0.577972412109375
2025-09-17T00:44:43,0.015777587890625,-0.81683349609375,-0.5696563720703125
2025-09-17T00:44:44,-0.0099334716796875,-0.81683349609375,-0.5696563720703125
2025-09-17T00:44:45,-0.0099334716796875,-0.885955810546875,-0.5696563720703125
2025-09-17T00:44:46,-0.0099334716796875,-0.885955810546875,-0.5673980712890625
2025-09-17T00:44:47,-0.3015594482421875,-0.885955810546875,-0.5673980712890625
2025-09-17T00:44:48,-0.3015594482421875,-0.0231781005859375,-0.5673980712890625
2025-09-17T00:44:49,-0.3015594482421875,-0.0231781005859375,-1.101348876953125
2025-09-17T00:44:50,-0.017425537109375,-0.0231781005859375,-1.101348876953125
2025-09-17T00:44:51,-0.017425537109375,-0.07806396484375,-1.101348876953125
2025-09-17T00:44:52,-0.017425537109375,-0.07806396484375,-0.9884185791015625
2025-09-17T00:44:53,-0.01715087890625,-0.07806396484375,-0.9884185791015625
2025-09-17T00:44:54,-0.01715087890625,-0.078582763671875,-0.9884185791015625
2025-09-17T00:44:55,-0.01715087890625,-0.078582763671875,-0.9910125732421875
2025-09-17T00:44:56,-0.017608642578125,-0.078582763671875,-0.9910125732421875
2025-09-17T00:44:57,-0.017608642578125,-0.079986572265625,-0.9910125732421875
2025-09-17T00:44:58,-0.017608642578125,-0.079986572265625,-0.993194580078125
2025-09-17T00:45:00,-0.01708984375,-0.079986572265625,-0.993194580078125
2025-09-17T00:45:01,-0.01708984375,-0.0779571533203125,-0.993194580078125
2025-09-17T00:45:02,-0.01708984375,-0.0779571533203125,-0.9917144775390625
2025-09-17T00:45:03,-0.0166473388671875,-0.0779571533203125,-0.9917144775390625
2025-09-17T00:45:04,-0.0166473388671875,-0.0785064697265625,-0.9917144775390625
2025-09-17T00:45:05,-0.0166473388671875,-0.0785064697265625,-0.9920654296875
2025-09-17T00:45:06,-0.0173797607421875,-0.0785064697265625,-0.9920654296875
2025-09-17T00:45:07,-0.0173797607421875,-0.0788421630859375,-0.9920654296875
2025-09-17T00:45:08,-0.0173797607421875,-0.0788421630859375,-0.991851806640625
2025-09-17T00:45:09,-0.01727294921875,-0.0788421630859375,-0.991851806640625
2025-09-17T00:45:10,-0.01727294921875,-0.0772705078125,-0.991851806640625
2025-09-17T00:45:11,-0.01727294921875,-0.0772705078125,-0.99298095703125
2025-09-17T00:45:12,-0.0169525146484375,-0.0772705078125,-0.99298095703125
2025-09-17T00:45:13,-0.0169525146484375,-0.0784912109375,-0.99298095703125
2025-09-17T00:45:14,-0.0169525146484375,-0.0784912109375,-0.9922332763671875
2025-09-17T00:45:15,-0.0174407958984375,-0.0784912109375,-0.9922332763671875
2025-09-17T00:45:16,-0.0174407958984375,-0.07830810546875,-0.9922332763671875
2025-09-17T00:45:17,-0.0174407958984375,-0.07830810546875,-0.992279052734375
2025-09-17T00:45:18,-0.017303466796875,-0.07830810546875,-0.992279052734375
2025-09-17T00:45:19,-0.017303466796875,-0.079498291015625,-0.992279052734375
2025-09-17T00:45:20,-0.017303466796875,-0.079498291015625,-0.990570068359375
2025-09-17T00:45:21,-0.01641845703125,-0.079498291015625,-0.990570068359375
2025-09-17T00:45:22,-0.01641845703125,-0.0782012939453125,-0.990570068359375
2025-09-17T00:45:23,-0.01641845703125,-0.0782012939453125,-0.9918212890625
2025-09-17T00:45:24,-0.0171051025390625,-0.0782012939453125,-0.9918212890625
2025-09-17T00:45:25,-0.0171051025390625,-0.0793304443359375,-0.9918212890625
2025-09-17T00:45:26,-0.0158843994140625,-0.0793304443359375,-0.9918212890625
2025-09-17T00:45:27,-0.0158843994140625,-0.079437255859375,-0.9918212890625
2025-09-17T00:45:28,-0.0158843994140625,-0.079437255859375,-0.9916534423828125
2025-09-17T00:45:29,-0.0167083740234375,-0.079437255859375,-0.9916534423828125
2025-09-17T00:45:30,-0.0167083740234375,-0.0791015625,-0.9916534423828125
2025-09-17T00:45:31,-0.0167083740234375,-0.0791015625,-0.9913177490234375
2025-09-17T00:45:33,-0.0164794921875,-0.0791015625,-0.9913177490234375
2025-09-17T00:45:34,-0.0164794921875,-0.0776519775390625,-0.9913177490234375
2025-09-17T00:45:35,-0.0164794921875,-0.0776519775390625,-0.992919921875
2025-09-17T00:45:36,-0.0166015625,-0.0776519775390625,-0.992919921875
2025-09-17T00:45:37,-0.0166015625,-0.079864501953125,-0.992919921875
2025-09-17T00:45:38,-0.0166015625,-0.079864501953125,-0.987396240234375
2025-09-17T00:45:39,-0.0173797607421875,-0.079864501953125,-0.987396240234375
2025-09-17T00:45:40,-0.0173797607421875,-0.0776519775390625,-0.987396240234375
2025-09-17T00:45:41,-0.0173797607421875,-0.0776519775390625,-0.99212646484375
2025-09-17T00:45:42,-0.0162506103515625,-0.0776519775390625,-0.99212646484375
2025-09-17T00:45:43,-0.0162506103515625,-0.0788116455078125,-0.99212646484375
2025-09-17T00:45:44,-0.0162506103515625,-0.0788116455078125,-0.992401123046875
2025-09-17T00:45:45,-0.0167999267578125,-0.0788116455078125,-0.992401123046875
2025-09-17T00:45:46,-0.0167999267578125,-0.077850341796875,-0.992401123046875
2025-09-17T00:45:47,-0.0167999267578125,-0.077850341796875,-0.9922027587890625
2025-09-17T00:45:48,-0.0182037353515625,-0.077850341796875,-0.9922027587890625
2025-09-17T00:45:49,-0.0182037353515625,-0.077850341796875,-0.992034912109375
2025-09-17T00:45:50,-0.017364501953125,-0.077850341796875,-0.992034912109375
2025-09-17T00:45:51,-0.017364501953125,-0.0783843994140625,-0.992034912109375
2025-09-17T00:45:52,-0.017364501953125,-0.0783843994140625,-0.993316650390625
2025-09-17T00:45:53,-0.0175628662109375,-0.0783843994140625,-0.993316650390625
2025-09-17T00:45:54,-0.0175628662109375,-0.0785675048828125,-0.993316650390625
2025-09-17T00:45:55,-0.0175628662109375,-0.0785675048828125,-0.9921112060546875
2025-09-17T00:45:56,-0.017364501953125,-0.0785675048828125,-0.9921112060546875
2025-09-17T00:45:57,-0.017364501953125,-0.0786590576171875,-0.9921112060546875
2025-09-17T00:45:58,-0.017364501953125,-0.0786590576171875,-0.9935150146484375
2025-09-17T00:45:59,-0.016387939453125,-0.0786590576171875,-0.9935150146484375
2025-09-17T00:46:00,-0.016387939453125,-0.0791473388671875,-0.9935150146484375
2025-09-17T00:46:01,-0.016387939453125,-0.0791473388671875,-0.9922637939453125
2025-09-17T00:46:02,-0.016998291015625,-0.0791473388671875,-0.9922637939453125
2025-09-17T00:46:03,-0.016998291015625,-0.0794677734375,-0.9922637939453125
2025-09-17T00:46:04,-0.016998291015625,-0.0794677734375,-0.99261474609375
2025-09-17T00:46:06,-0.016571044921875,-0.0794677734375,-0.99261474609375
2025-09-17T00:46:07,-0.016571044921875,-0.0786895751953125,-0.99261474609375
2025-09-17T00:46:08,-0.016571044921875,-0.0786895751953125,-0.9926605224609375
2025-09-17T00:46:09,-0.0168914794921875,-0.0786895751953125,-0.9926605224609375
2025-09-17T00:46:10,-0.0168914794921875,-0.0796051025390625,-0.9926605224609375
2025-09-17T00:46:11,-0.0168914794921875,-0.0796051025390625,-0.99224853515625
2025-09-17T00:46:12,-0.0166168212890625,-0.0796051025390625,-0.99224853515625
2025-09-17T00:46:13,-0.0166168212890625,-0.07794189453125,-0.99224853515625
2025-09-17T00:46:14,-0.0166168212890625,-0.07794189453125,-0.9916839599609375
2025-09-17T00:46:15,-0.0179290771484375,-0.07794189453125,-0.9916839599609375
2025-09-17T00:46:16,-0.0179290771484375,-0.078704833984375,-0.9916839599609375
2025-09-17T00:46:17,-0.0179290771484375,-0.078704833984375,-0.992950439453125
2025-09-17T00:46:18,-0.016571044921875,-0.078704833984375,-0.992950439453125
2025-09-17T00:46:19,-0.016571044921875,-0.078765869140625,-0.992950439453125
2025-09-17T00:46:20,-0.016571044921875,-0.078765869140625,-0.99102783203125
2025-09-17T00:46:21,-0.0166778564453125,-0.078765869140625,-0.99102783203125
2025-09-17T00:46:22,-0.0166778564453125,-0.07843017578125,-0.99102783203125
2025-09-17T00:46:23,-0.0166778564453125,-0.07843017578125,-0.9915924072265625
2025-09-17T00:46:24,-0.017852783203125,-0.07843017578125,-0.9915924072265625
2025-09-17T00:46:25,-0.017852783203125,-0.0801239013671875,-0.9915924072265625
2025-09-17T00:46:26,-0.017852783203125,-0.0801239013671875,-0.9919586181640625
2025-09-17T00:46:27,-0.0180511474609375,-0.0801239013671875,-0.9919586181640625
2025-09-17T00:46:28,-0.0180511474609375,-0.07928466796875,-0.9919586181640625
2025-09-17T00:46:29,-0.0180511474609375,-0.07928466796875,-0.9921722412109375
2025-09-17T00:46:30,-0.017730712890625,-0.07928466796875,-0.9921722412109375
2025-09-17T00:46:31,-0.017730712890625,-0.0792083740234375,-0.9921722412109375
2025-09-17T00:46:32,-0.017730712890625,-0.0792083740234375,-0.9928131103515625
2025-09-17T00:46:33,-0.016204833984375,-0.0792083740234375,-0.9928131103515625
2025-09-17T00:46:34,-0.016204833984375,-0.078857421875,-0.9928131103515625
2025-09-17T00:46:35,-0.016204833984375,-0.078857421875,-0.9933624267578125
2025-09-17T00:46:36,-0.0166168212890625,-0.078857421875,-0.9933624267578125
2025-09-17T00:46:37,-0.0166168212890625,-0.0786285400390625,-0.9933624267578125
2025-09-17T00:46:38,-0.0166168212890625,-0.0786285400390625,-0.9929656982421875
2025-09-17T00:46:40,-0.0175628662109375,-0.0786285400390625,-0.9929656982421875
2025-09-17T00:46:41,-0.0175628662109375,-0.0783233642578125,-0.9929656982421875
2025-09-17T00:46:42,-0.0175628662109375,-0.0783233642578125,-0.9914093017578125
2025-09-17T00:46:43,-0.0169219970703125,-0.0783233642578125,-0.9914093017578125
2025-09-17T00:46:44,-0.0169219970703125,-0.079559326171875,-0.9914093017578125
2025-09-17T00:46:45,-0.0169219970703125,-0.079559326171875,-0.991973876953125
2025-09-17T00:46:46,-0.0165252685546875,-0.079559326171875,-0.991973876953125
2025-09-17T00:46:47,-0.0165252685546875,-0.0794525146484375,-0.991973876953125
2025-09-17T00:46:48,-0.0165252685546875,-0.0794525146484375,-0.9921112060546875
