time,x,y,z
2025-09-17 02:20:25.081060,-0.0045318603515625,-0.99761962890625,0.0083465576171875
2025-09-17 02:20:28.085274,-0.005706787109375,-0.99859619140625,0.00726318359375
2025-09-17 02:20:31.089177,-0.005859375,-0.9983673095703125,0.0072479248046875
2025-09-17 02:20:34.092800,-0.0050048828125,-0.998809814453125,0.00689697265625
2025-09-17 02:20:37.097078,-0.00506591796875,-0.99951171875,0.00775146484375
2025-09-17 02:20:41.103688,-0.0057525634765625,-0.99786376953125,0.0067138671875
2025-09-17 02:20:44.110488,-0.0047454833984375,-0.9985504150390625,0.006988525390625
2025-09-17 02:20:47.117265,-0.00616455078125,-0.9984283447265625,0.00762939453125
2025-09-17 02:20:50.122169,-0.005645751953125,-0.9988555908203125,0.0071868896484375
2025-09-17 02:20:53.128798,-0.004974365234375,-0.99847412109375,0.009002685546875
2025-09-17 02:20:56.133065,-0.006011962890625,-1.00018310546875,0.0079498291015625
2025-09-17 02:20:59.144333,-0.0051116943359375,-0.9984283447265625,0.0079345703125
2025-09-17 02:21:02.158361,-0.006195068359375,-0.9985809326171875,0.0071563720703125
2025-09-17 02:21:05.167476,-0.0055084228515625,-0.9976959228515625,0.00830078125
2025-09-17 02:21:08.173054,-0.0048675537109375,-0.998504638671875,0.0083160400390625
2025-09-17 02:21:11.176849,-0.0058746337890625,-0.9969024658203125,0.007659912109375
2025-09-17 02:21:15.182195,-0.0047607421875,-0.99835205078125,0.008331298828125
2025-09-17 02:21:18.191626,-0.0048980712890625,-0.9979095458984375,0.0079498291015625
2025-09-17 02:21:21.197249,-0.0053863525390625,-0.99505615234375,0.0076904296875
2025-09-17 02:21:24.200731,-0.0047454833984375,-0.9962310791015625,0.0078125
2025-09-17 02:21:27.206811,-0.004791259765625,-0.99945068359375,0.0101318359375
2025-09-17 02:21:30.209806,-0.0032501220703125,-0.998992919921875,0.00665283203125
2025-09-17 02:21:33.212830,-0.0057373046875,-0.9970245361328125,0.0078277587890625
2025-09-17 02:21:36.219700,-0.0065155029296875,-0.998870849609375,0.007720947265625
2025-09-17 02:21:39.224643,-0.0068511962890625,-0.9979248046875,0.0071563720703125
2025-09-17 02:21:42.229435,-0.0047149658203125,-0.999664306640625,0.008087158203125
2025-09-17 02:21:46.236138,-0.0054931640625,-0.996856689453125,0.0077362060546875
2025-09-17 02:21:49.241699,-0.00543212890625,-0.9996185302734375,0.00787353515625
2025-09-17 02:21:52.425070,-0.006256103515625,-0.9944610595703125,0.008697509765625
2025-09-17 02:21:56.423762,-0.0035858154296875,-0.9989776611328125,0.00335693359375
2025-09-17 02:21:59.429299,-0.0055694580078125,-0.9989471435546875,0.0076141357421875
2025-09-17 02:22:02.457459,-0.005889892578125,-0.998504638671875,0.006622314453125
2025-09-17 02:22:05.460310,-0.00537109375,-0.9986572265625,0.007415771484375
2025-09-17 02:22:08.466715,-0.0051727294921875,-0.9976654052734375,0.0076751708984375
2025-09-17 02:22:11.469918,-0.0059814453125,-0.99810791015625,0.006622314453125
2025-09-17 02:22:14.476889,-0.0048980712890625,-0.997772216796875,0.0071563720703125
2025-09-17 02:22:17.482073,-0.0065155029296875,-0.99853515625,0.009002685546875
2025-09-17 02:22:21.528363,-0.0047454833984375,-0.9984893798828125,0.0078277587890625
2025-09-17 02:22:24.537790,-0.0059051513671875,-0.9981842041015625,0.006988525390625
2025-09-17 02:22:27.541388,-0.00579833984375,-0.9994964599609375,0.008331298828125
2025-09-17 02:22:29.546230,-0.0053863525390625,-1.0027923583984375,0.0061492919921875
2025-09-17 02:22:32.550873,-0.00640869140625,-0.9994049072265625,0.007232666015625
2025-09-17 02:22:35.556684,-0.0019989013671875,-0.998687744140625,0.00787353515625
2025-09-17 02:22:38.567279,-0.0054473876953125,-0.997833251953125,0.0088043212890625
2025-09-17 02:22:41.575644,-0.006378173828125,-0.9995269775390625,0.0076751708984375
2025-09-17 02:22:44.579799,-0.0045623779296875,-1.00018310546875,0.005767822265625
2025-09-17 02:22:47.583830,-0.005859375,-0.9972686767578125,0.00921630859375
2025-09-17 02:22:50.587676,-0.00616455078125,-0.99896240234375,0.01092529296875
2025-09-17 02:22:53.595024,-0.0057220458984375,-0.9987030029296875,0.0069580078125
2025-09-17 02:22:57.599771,-0.0052642822265625,-0.9976348876953125,0.007476806640625
2025-09-17 02:23:00.610882,-0.005462646484375,-0.998626708984375,0.0069427490234375
2025-09-17 02:23:03.613816,-0.0048980712890625,-0.9991302490234375,0.008544921875
2025-09-17 02:23:06.623253,-0.00457763671875,-0.9984893798828125,0.007843017578125
2025-09-17 02:23:09.627181,-0.005157470703125,-0.99798583984375,0.0075531005859375
2025-09-17 02:23:12.630281,-0.0044403076171875,-0.998260498046875,0.003631591796875
2025-09-17 02:23:14.632879,-0.0045166015625,-0.9969482421875,0.0046539306640625
2025-09-17 02:23:17.637628,-0.005096435546875,-0.998077392578125,0.0089111328125
2025-09-17 02:23:20.641498,-0.006072998046875,-0.9974212646484375,0.0095367431640625
2025-09-17 02:23:23.646906,-0.0059051513671875,-0.9987335205078125,0.0088958740234375
2025-09-17 02:23:27.653102,-0.005401611328125,-0.997528076171875,0.009033203125
2025-09-17 02:23:30.658085,-0.00439453125,-0.99871826171875,0.0078125
2025-09-17 02:23:33.663473,-0.0040283203125,-0.99774169921875,0.010528564453125
2025-09-17 02:23:36.674314,-0.00543212890625,-0.99609375,0.00799560546875
2025-09-17 02:23:39.680874,-0.004608154296875,-0.9984283447265625,0.0057830810546875
2025-09-17 02:23:42.688785,-0.0062713623046875,-0.99420166015625,0.0087127685546875
2025-09-17 02:23:45.694941,-0.003936767578125,-0.996795654296875,0.0064849853515625
2025-09-17 02:23:48.705790,-0.005523681640625,-0.9969940185546875,0.0096588134765625
2025-09-17 02:23:51.711697,-0.0109710693359375,-1.000640869140625,0.0067901611328125
2025-09-17 02:23:54.768849,-0.0068206787109375,-0.9964447021484375,0.0078277587890625
2025-09-17 02:23:57.773701,-0.005523681640625,-1.001495361328125,0.007171630859375
2025-09-17 02:24:00.781995,-0.0056610107421875,-0.999298095703125,0.0099029541015625
2025-09-17 02:24:04.785213,-0.0043487548828125,-0.997711181640625,0.006866455078125
2025-09-17 02:24:07.789126,-0.006011962890625,-0.9972381591796875,0.0101776123046875
2025-09-17 02:24:10.795437,-0.007904052734375,-0.9989776611328125,0.0074920654296875
2025-09-17 02:24:13.799494,-0.007232666015625,-0.9988861083984375,0.0079345703125
2025-09-17 02:24:16.805309,-0.0053253173828125,-0.9959869384765625,0.0068511962890625
2025-09-17 02:24:19.810628,-0.00506591796875,-0.9965057373046875,0.007354736328125
2025-09-17 02:24:22.819296,-0.0036163330078125,-0.9987640380859375,0.007476806640625
2025-09-17 02:24:25.825897,-0.0031890869140625,-1.00128173828125,0.006805419921875
2025-09-17 02:24:28.832415,-0.003936767578125,-0.99884033203125,0.0061798095703125
2025-09-17 02:24:31.837607,-0.00592041015625,-0.9996490478515625,0.00543212890625
2025-09-17 02:24:34.849071,-0.0056915283203125,-0.9991607666015625,0.008544921875
2025-09-17 02:24:38.859538,-0.004669189453125,-0.9981842041015625,0.0071563720703125
2025-09-17 02:24:41.871639,-0.00543212890625,-0.9994964599609375,0.007049560546875
2025-09-17 02:24:44.876996,-0.0039825439453125,-0.998565673828125,0.0084075927734375
2025-09-17 02:24:47.884130,-0.0071258544921875,-1.0002593994140625,0.0090179443359375
2025-09-17 02:24:50.888787,-0.0061492919921875,-0.994293212890625,0.006988525390625
2025-09-17 02:24:53.898268,-0.0019989013671875,-0.998992919921875,0.0107879638671875
2025-09-17 02:24:56.902451,-0.0053863525390625,-1.0030517578125,0.00677490234375
2025-09-17 02:24:59.909118,-0.0049896240234375,-0.9976806640625,0.0060272216796875
2025-09-17 02:25:02.915405,-0.0052490234375,-0.9967803955078125,0.009613037109375
2025-09-17 02:25:05.930244,-0.0052032470703125,-0.9969635009765625,0.0051727294921875
2025-09-17 02:25:08.937791,-0.0044097900390625,-0.99407958984375,0.009552001953125
2025-09-17 02:25:12.944078,-0.0063323974609375,-0.99395751953125,0.0076141357421875
2025-09-17 02:25:15.948634,-0.007232666015625,-0.997711181640625,0.009674072265625
2025-09-17 02:25:18.954668,-0.0079803466796875,-0.9983673095703125,0.0085296630859375
2025-09-17 02:25:21.965618,-0.0069427490234375,-0.998443603515625,0.00799560546875
2025-09-17 02:25:24.968804,-0.0068359375,-0.9986724853515625,0.0071868896484375
2025-09-17 02:25:27.973760,-0.0054931640625,-1.0000152587890625,0.00994873046875
2025-09-17 02:25:30.977225,-0.0067901611328125,-0.997283935546875,0.009307861328125
