time,x,y,z
2025-09-17 01:55:22.645143,0.104766845703125,-0.7379302978515625,-0.664825439453125
2025-09-17 01:55:28.923976,0.0599822998046875,-0.7477264404296875,-0.64794921875
2025-09-17 01:55:32.933430,0.06414794921875,-0.7335357666015625,-0.6838531494140625
2025-09-17 01:55:35.937053,0.0479278564453125,-0.7406005859375,-0.659271240234375
2025-09-17 01:55:38.941783,0.0517120361328125,-0.7356109619140625,-0.6722412109375
2025-09-17 01:55:41.946574,-0.23748779296875,-0.73712158203125,-0.5608367919921875
2025-09-17 01:55:44.951573,0.7314453125,-0.54052734375,-0.498687744140625
2025-09-17 01:55:47.956271,0.0863800048828125,-0.709564208984375,-0.531280517578125
2025-09-17 01:55:50.961103,0.1320037841796875,-0.566802978515625,0.1392822265625
2025-09-17 01:55:53.979940,0.9776153564453125,-0.485382080078125,-0.1205596923828125
2025-09-17 01:55:56.984846,1.7644195556640625,-1.297515869140625,-1.2882232666015625
2025-09-17 01:55:59.989324,1.355224609375,-0.4964599609375,0.565673828125
2025-09-17 01:56:03.001721,1.0306243896484375,-0.2124481201171875,-0.004608154296875
2025-09-17 01:56:07.006318,0.752288818359375,0.5744476318359375,0.4044189453125
2025-09-17 01:56:10.012060,-0.3202667236328125,0.4857330322265625,1.2220458984375
2025-09-17 01:56:13.020051,0.9812164306640625,0.767120361328125,0.413665771484375
2025-09-17 01:56:16.027971,1.547698974609375,0.6324462890625,0.7464599609375
2025-09-17 01:56:19.036520,0.822052001953125,1.0645294189453125,0.7811126708984375
2025-09-17 01:56:22.046048,0.4939727783203125,1.569000244140625,2.367431640625
2025-09-17 01:56:25.053787,1.986480712890625,1.06671142578125,1.7924346923828125
2025-09-17 01:56:28.062316,2.4869842529296875,1.56494140625,2.1606597900390625
2025-09-17 01:56:31.069158,0.000152587890625,-0.3315277099609375,0.523834228515625
2025-09-17 01:56:34.076560,0.2374267578125,-0.7282562255859375,0.28912353515625
2025-09-17 01:56:37.085550,1.38360595703125,-0.1347198486328125,0.323333740234375
